sample_id,defect,modality,is_clean,failure,present,localized,repair_ok,evidence_element,raw
cbfe959b4df3bc871c759efa735ace6e-20191127_ChemE__s1__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,True,False,True,shp5,"{
  ""present"": true,
  ""evidence_element"": ""shp5"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Move the image upwards or to the left to keep it within the slide boundaries."",
  ""confidence"": 0.95
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s17__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,False,True,SDG Research Dashboard,"{
  ""present"": true,
  ""evidence_element"": ""SDG Research Dashboard"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the text box size to fit the text properly."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s17__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,True,False,True,SDG Research Dashboard Collaboration Page,"{
  ""present"": true,
  ""evidence_element"": ""SDG Research Dashboard Collaboration Page"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the font size or reposition the text to fit within the container."",
  ""confidence"": 0.9
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,True,False,True,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""bottom"", ""fix"": ""Move shp3 upwards to avoid overlap with shp2"", ""confidence"": 0.9}"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,True,False,True,shp2,"{""present"": true, ""evidence_element"": ""shp2"", ""evidence_region"": ""bottom"", ""fix"": ""Move the title box down to avoid overlap with the body box"", ""confidence"": 0.9}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s17__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,shp4,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the shape bounding box to ensure text fits within the slide boundaries."",
  ""confidence"": 0.9
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s17__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp4,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the shape bounding box to ensure text fits within the slide boundaries."",
  ""confidence"": 0.9
}
```"
5aa2630262e54a49db5680970f332b05-2024-05-Etapes___s21__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,Metadata bullet point,"{
  ""present"": true,
  ""evidence_element"": ""Metadata bullet point"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the indentation of the 'Metadata' bullet point to align with the other bullet points."",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,Metadata bullet point,"{
  ""present"": true,
  ""evidence_element"": ""Metadata bullet point"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the indentation to align with other bullet points"",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp4,"{""present"": true, ""evidence_element"": ""shp4"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp4 to align with the baseline of other elements"", ""confidence"": 0.8}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp4,"{""present"": true, ""evidence_element"": ""shp4"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp4 to align with the baseline of other elements"", ""confidence"": 0.8}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,False,True,variation of input power,"{
  ""present"": true,
  ""evidence_element"": ""variation of input power"",
  ""evidence_region"": ""right"",
  ""fix"": ""Adjust the font size to match the surrounding text."",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp4,"{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the alignment of shp4 to align with the left edge of the slide."",
  ""confidence"": 0.9
}"
59adad4e9b977fc95ddcafed6d843707-UK_ORCID_commun__s3__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,False,True,shp4,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the alignment of the text in shp4 to align with the other text elements."",
  ""confidence"": 0.9
}
```"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,True,variation of input power larger wavelength window higher integration time,"{
  ""present"": true,
  ""evidence_element"": ""variation of input power larger wavelength window higher integration time"",
  ""evidence_region"": ""right"",
  ""fix"": ""Adjust the font size to match the size of the other text blocks."",
  ""confidence"": 0.9
}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,True,True,shp5,"{""present"": true, ""evidence_element"": ""shp5"", ""evidence_region"": ""center"", ""fix"": ""Change font size to 76.0pt"", ""confidence"": 0.9}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,True,False,True,shp5,"{""present"": true, ""evidence_element"": ""shp5"", ""evidence_region"": ""center"", ""fix"": ""Change font size to 40.0pt"", ""confidence"": 0.9}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,False,True,shp17,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp17"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of the text in 'shp17' to match the font size of the other text blocks."",
  ""confidence"": 0.9
}
```"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,True,True,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""bottom-left"", ""fix"": ""Move the text to the center or right side of the slide"", ""confidence"": 0.9}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s11__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp17,"{
  ""present"": true,
  ""evidence_element"": ""shp17"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of the text in 'shp17' to match the font size of the other text blocks."",
  ""confidence"": 0.9
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s26__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Move the text to the center or right-align it within the safe margin."",
  ""confidence"": 0.9
}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,True,True,810nm,"{""present"": true, ""evidence_element"": ""810nm"", ""evidence_region"": ""center"", ""fix"": ""Adjust the text box or slide layout to accommodate the text."", ""confidence"": 0.95}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
1c97b66974ae1a5985c6dc360dbdf9ae-overview__s8__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,shp9,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp9"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reposition the text to fit within the slide boundaries."",
  ""confidence"": 0.95
}
```"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,False,True,collectionCode,"{
  ""present"": true,
  ""evidence_element"": ""collectionCode"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Move the 'collectionCode' box to the left side, away from the text box."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,True,False,True,collectionCode,"{
  ""present"": true,
  ""evidence_element"": ""collectionCode"",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the 'collectionCode' box to the left side, away from the text box."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,False,True,shp155,"{
  ""present"": true,
  ""evidence_element"": ""shp155"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the position of the image to ensure it does not overlap with other elements."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s5__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,True,shp156,"{
  ""present"": true,
  ""evidence_element"": ""shp156"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the positioning of the text elements to ensure they are laid out separately without overlapping."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,Filter Organisational Structure dropdown,"{
  ""present"": true,
  ""evidence_element"": ""Filter Organisational Structure dropdown"",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Adjust the dropdown to align with the rest of the elements."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,Filter Organisational Structure dropdown,"{
  ""present"": true,
  ""evidence_element"": ""Filter Organisational Structure dropdown"",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Adjust the dropdown to align with the rest of the elements."",
  ""confidence"": 0.9
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,True,True,shp177,"{""present"": true, ""evidence_element"": ""shp177"", ""evidence_region"": ""body"", ""fix"": ""Change font size to 9.0pt"", ""confidence"": 0.9}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,Filter Organisational Structure dropdown,"{
  ""present"": true,
  ""evidence_element"": ""Filter Organisational Structure dropdown"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the alignment of the dropdown to align with the column"",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s19__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,False,True,Co-Authors by Country section,"{
  ""present"": true,
  ""evidence_element"": ""Co-Authors by Country section"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Adjust the position of the 'Co-Authors by Country' section to align with the rest of the elements."",
  ""confidence"": 0.9
}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,True,False,True,shp177,"{""present"": true, ""evidence_element"": ""shp177"", ""evidence_region"": ""body"", ""fix"": ""Change font size to match the body text size of 9.0pt"", ""confidence"": 0.9}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,True,True,shp177,"{
  ""present"": true,
  ""evidence_element"": ""shp177"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change font size to match the title or other body text"",
  ""confidence"": 0.9
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
377829fc53e13493464f3580b855dd76-Laatua_ja_vaiku__s17__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp177,"{
  ""present"": true,
  ""evidence_element"": ""shp177"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of the text in 'shp177' to match the font size of the title or other body text as appropriate."",
  ""confidence"": 0.9
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,False,True,shp4,"{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Move 'Transparency' text to a position where it does not overlap with other elements."",
  ""confidence"": 0.9
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s4__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,False,shp28,"{
  ""present"": true,
  ""evidence_element"": ""shp28"",
  ""evidence_region"": ""center"",
  ""fix"": ""Ensure the image is properly aligned without overlapping other elements."",
  ""confidence"": 0.9
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-right"", ""fix"": ""Move shp7 to align with the right edge of the slide"", ""confidence"": 0.8}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-right"", ""fix"": ""Move shp7 to align with the right edge of the slide"", ""confidence"": 0.8}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,Sosiolinguistik,"{
  ""present"": true,
  ""evidence_element"": ""Sosiolinguistik"",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the 'Sosiolinguistik' circle to align with the vertical blue line."",
  ""confidence"": 0.9
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,Sosiolinguistik,"{
  ""present"": true,
  ""evidence_element"": ""Sosiolinguistik"",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the 'Sosiolinguistik' circle to align with the vertical blue line."",
  ""confidence"": 0.9
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,False,True,Sosiolinguistik,"{
  ""present"": true,
  ""evidence_element"": ""Sosiolinguistik"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the position of 'Sosiolinguistik' to align with the vertical line on the left."",
  ""confidence"": 0.9
}"
59d23b0427a84f92a25b140c8836f70d-Indrya__s4__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,Sosiolinguistik,"```json
{
  ""present"": true,
  ""evidence_element"": ""Sosiolinguistik"",
  ""evidence_region"": ""center"",
  ""fix"": ""Reposition 'Sosiolinguistik' to align with the vertical blue line."",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,False,True,shp9,"{""present"": true, ""evidence_element"": ""shp9"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the bounding box to ensure the text fits within the slide"", ""confidence"": 0.9}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp9,"{""present"": true, ""evidence_element"": ""shp9"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the bounding box to ensure the text fits within the slide boundaries."", ""confidence"": 0.9}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,shp9,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp9"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reposition the text to fit within the box."",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s9__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp9,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp9"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reposition the text to fit within the box."",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,False,True,Title,"{
  ""present"": true,
  ""evidence_element"": ""Title"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the font size of the title to match the font size of the rest of the text."",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,True,True,shp11,"{""present"": true, ""evidence_element"": ""shp11"", ""evidence_region"": ""center"", ""fix"": ""Change font size to 24.0pt"", ""confidence"": 0.9}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,True,False,True,shp11,"{""present"": true, ""evidence_element"": ""shp11"", ""evidence_region"": ""bottom"", ""fix"": ""Change font size to match the title font size"", ""confidence"": 0.9}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,True,Title,"{
  ""present"": true,
  ""evidence_element"": ""Title"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the font size of the title to match the font size of the rest of the text."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s24__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp7,"{
  ""present"": true,
  ""evidence_element"": ""shp7"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'shp7' to match the font size of 'shp11'"",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s13__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,True,True,shp11,"{
  ""present"": true,
  ""evidence_element"": ""shp11"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'Goethals et al. Nature 2023. Accepted for publication.' to match the title font size."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s24__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,True,True,shp2,"{""present"": true, ""evidence_element"": ""shp2"", ""evidence_region"": ""left"", ""fix"": ""Adjust the position of the image to ensure it is fully within the slide's boundaries."", ""confidence"": 0.9}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s24__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,False,True,blue tube,"```json
{
  ""present"": true,
  ""evidence_element"": ""blue tube"",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Adjust the position of the blue tube to stay within the slide's boundary."",
  ""confidence"": 0.9
}
```"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s24__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,shp2,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp2"",
  ""evidence_region"": ""top-right"",
  ""fix"": ""Adjust the image to fit within the slide's safe margin."",
  ""confidence"": 0.9
}
```"
